Nombre;Edad;Tr@bajo;Trabajo;Estado_Civil;Nivel_escolaridad;Nivel_escolaridad;Tiene_Credito?;Medio_de_Comunicación;Duracion_ultimo_contacto_seg;Order_D4te;envio23$%3;Segment;Categ;SubCat;V2016;V2017;V2018
elkin-paola/cuellar-greco;4;blue-collar;blue-collar;married;secondary;secondary;no;unknown;66;6/01/18;Regular;Hogares;Muebles;Accesorios_Computadoras;61.629;864.215;956.374
celmira-constanza/alarcon-martinez;34;blue-collar;blue-collar;married;primary;primary;no;unknown;182;12/05/16;Express_Aire;Startups;Suplementos_Oficina;Papel;83.260;449.952;502.611
rocio-/niño-velasquez;52;blue-collar;blue-collar;married;primary;primary;no;unknown;3;14/05/18;Regular;Hogares;Tecnología;Lapiceros_y_Marcadores;90.123;695.885;435.670
ingrid-patricia/patiño-camacho;28;services;services;married;secondary;secondary;no;unknown;11;15/09/17;Regular;Personas;Suplementos_Oficina;Accesorios_Computadoras;53.749;173.850;181.934
erika-isabel/dueñas-agudelo;44;services;services;divorced;secondary;secondary;no;unknown;54;28/04/16;Regular;Personas;Suplementos_Oficina;Almacenaje_y_Organización;2.353;820.755;932.272
luz-angelina/rodriguez-niño;38;management;management;single;tertiary;tertiary;no;unknown;374;10/07/17;Regular;Personas;Tecnología;Accesorios_Computadoras;35.604;15.830;587.197
jenny-jacobo/acuña-toledo;3;services;services;single;tertiary;tertiary;no;unknown;447;29/12/17;Regular;Personas;Suplementos_Oficina;Cuadernos;64.520;502.207;910.120
ingrid-luz/guerrero-perez;36;blue-collar;blue-collar;married;primary;primary;yes;unknown;216;1/10/17;Regular;Personas;Tecnología;Telefonos_comunicaciones;58.393;276.049;775.962
johanna-patricia/aguillon-coneo;31;blue-collar;blue-collar;single;primary;primary;no;unknown;76;19/09/16;Regular;Corporativo;Suplementos_Oficina;Telefonos_comunicaciones;98.990;92.371;991.803
olga-marcela/patiño-lopez;42;blue-collar;blue-collar;married;primary;primary;no;unknown;62;20/12/16;Regular;Hogares;Muebles;Muebles_Oficina;25.545;345.624;569.350
andrea-rocio/torres-silva;51;management;management;single;tertiary;tertiary;no;unknown;86;14/02/18;Express_Tierra;Corporativo;Tecnología;Maquinas_Oficina;95.383;809.660;617.481
olga-maria/mora-rodriguez;44;blue-collar;blue-collar;married;secondary;secondary;no;unknown;23;25/01/17;Regular;Hogares;Suplementos_Oficina;Accesorios_Computadoras;65.330;633.820;819.961
leonor-ronald/manjarres-acosta;58;blue-collar;blue-collar;married;secondary;secondary;no;unknown;516;18/11/17;Express_Aire;Hogares;Tecnología;Copiadoras_Faxes;71.781;683.568;424.845
olga-fernanda/atehortua-guzman;32;management;management;single;tertiary;tertiary;no;unknown;151;23/06/18;Regular;Corporativo;Tecnología;Accesorios;47.005;79.175;285.247
lilia-fernanda/higuera-peña;44;blue-collar;blue-collar;married;secondary;secondary;no;unknown;52;28/10/18;Regular;Personas;Suplementos_Oficina;Encuadernadores_y_accesorios;66.385;830.976;417.916
ketty-alberto/torrijos-peña;25;blue-collar;blue-collar;married;primary;primary;no;unknown;95;24/05/17;Express_Aire;Corporativo;Muebles;Accesorios_Computadoras;16.132;6.824;681.044
magda-jimena/enciso-cordoba;46;entrepreneur;entrepreneur;married;primary;primary;no;unknown;52;30/06/16;Regular;Personas;Muebles;Bandas_Oficina;7.533;808.872;521.208
amelia-/ariza-quiceno;54;blue-collar;blue-collar;married;No informa;No informa;no;unknown;421;18/07/16;Regular;Hogares;Suplementos_Oficina;Muebles_Oficina;57.237;32.291;227.576
betsabe-/jurado-gonzalez;46;management;management;married;tertiary;tertiary;no;unknown;52;19/01/18;Express_Aire;Personas;Muebles;Papel;14.532;350.838;153.234
elkin-maritza/diaz-garcia;45;services;services;married;secondary;secondary;no;unknown;34;26/09/17;Regular;Corporativo;Tecnología;Accesorios;5.670;781.974;878.755
luis-nancy/alfonso-aragon;2;student;student;single;tertiary;tertiary;no;unknown;139;10/05/18;Regular;Startups;Muebles;Encuadernadores_y_accesorios;34.604;236.261;972.361
rocio-orlando/trujillo-carvajal;26;services;services;divorced;secondary;secondary;no;unknown;288;23/05/17;Regular;Startups;Muebles;Muebles_Oficina;96.140;70.528;940.672
maria-consuelo/patiño-silva;36;technician;technician;married;secondary;secondary;no;unknown;231;30/12/18;Express_Tierra;Startups;Tecnología;Libreros;38.636;876.986;54.099
diana-fernando/mendoza-prado;44;technician;technician;married;secondary;secondary;no;unknown;23;15/05/17;Regular;Personas;Tecnología;Muebles_Oficina;45.333;141.802;85.788
amparo-rocio/enciso-pinilla;4;blue-collar;blue-collar;married;primary;primary;no;unknown;15;8/11/18;Regular;Corporativo;Muebles;Accesorios;77.091;470.939;793.059
libia-/andres-amaya;43;blue-collar;blue-collar;married;No informa;No informa;yes;unknown;67;27/06/18;Express_Aire;Startups;Muebles;Encuadernadores_y_accesorios;17.955;442.662;964.791
ketty-cecilia/agudelo-urrea;44;blue-collar;blue-collar;married;secondary;secondary;no;unknown;63;5/08/16;Express_Tierra;Hogares;Muebles;Sillas;55.835;20.402;622.075
claudia-/higuera-martinez;46;blue-collar;blue-collar;married;primary;primary;no;unknown;311;9/07/18;Express_Aire;Startups;Suplementos_Oficina;Muebles_Oficina;80.931;13.806;727.099
dolly-/villareal-ramirez;49;admin.;admin.;married;secondary;secondary;no;unknown;5;17/02/16;Express_Tierra;Corporativo;Suplementos_Oficina;Libreros;88.092;808.544;485.917
gaby-fernanda/cabrera-rincon;24;student;student;single;secondary;secondary;no;unknown;86;12/02/18;Regular;Hogares;Muebles;Accesorios_Computadoras;63.996;919.431;743.134
victoria-/gonzalez-rodriguez;33;blue-collar;blue-collar;married;primary;primary;no;unknown;139;3/11/18;Express_Aire;Hogares;Muebles;Bandas_Oficina;42.044;781.291;11.323
paola-andrea/perez-lopez;33;services;services;married;secondary;secondary;no;unknown;287;13/04/16;Regular;Personas;Suplementos_Oficina;Muebles_Oficina;42.243;469.141;579.824
erika-/montenegro-tabares;46;entrepreneur;entrepreneur;married;primary;primary;no;unknown;396;17/10/16;Express_Tierra;Hogares;Tecnología;Libreros;24.032;962.369;563.164
sonia-/cubides-urrea;36;blue-collar;blue-collar;married;secondary;secondary;no;unknown;235;18/03/16;Regular;Personas;Muebles;Accesorios;5.093;213.202;301.695
maria-eugenia/gallo-paez;44;management;management;married;tertiary;tertiary;no;unknown;43;24/01/18;Express_Aire;Hogares;Muebles;Encuadernadores_y_accesorios;56.647;619.081;940.782
paulo-luz/colmenares-gomez;36;management;management;married;secondary;secondary;no;unknown;233;1/04/17;Express_Tierra;Startups;Suplementos_Oficina;Sillas;36.254;618.259;757.231
sandra-jacobo/corredor-corredor;4;services;services;divorced;secondary;secondary;no;unknown;177;7/10/16;Express_Aire;Personas;Suplementos_Oficina;Muebles_Oficina;12.190;571.541;559.061
fabian-patricia/castillo-sandoval;37;blue-collar;blue-collar;married;primary;primary;no;unknown;149;17/08/17;Express_Tierra;Corporativo;Suplementos_Oficina;Libreros;62.914;653.659;206.111
ingrid-elena/martinez-pinilla;37;self-employed;self-employed;divorced;tertiary;tertiary;no;unknown;422;27/12/16;Regular;Corporativo;Muebles;Accesorios_Computadoras;25.774;804.605;981.518
carolina-marcela/rodriguez-pinilla;5;technician;technician;married;tertiary;tertiary;no;unknown;83;26/09/18;Express_Aire;Startups;Suplementos_Oficina;Bandas_Oficina;44.105;928.046;378.208
maria-angeles/guerrero-tapia;4;blue-collar;blue-collar;divorced;primary;primary;no;unknown;324;11/10/18;Regular;Corporativo;Tecnología;Encuadernadores_y_accesorios;64.286;654.335;22.914
ingrid-/pulido-garcia;38;blue-collar;blue-collar;married;primary;primary;no;unknown;287;7/11/17;Regular;Startups;Muebles;Papel;95.372;636.495;460.980
maribel-/rico-suarez;55;blue-collar;blue-collar;married;secondary;secondary;no;unknown;58;28/06/18;Regular;Personas;Tecnología;Almacenaje_y_Organización;34.877;820.581;302.575
luis-susana/calderon-chaparro;37;technician;technician;married;secondary;secondary;no;unknown;226;12/11/16;Express_Tierra;Hogares;Muebles;Libreros;36.527;74.148;775.848
ingrid-patricia/gallo-rivadeneira;52;management;management;married;secondary;secondary;no;unknown;153;5/11/16;Regular;Hogares;Suplementos_Oficina;Papel;23.436;994.492;330.342
-/pinzon-rojas;6;self-employed;self-employed;married;primary;primary;no;unknown;151;4/12/17;Regular;Corporativo;Tecnología;Sillas;11.192;957.486;860.158
maria-ximena/martinez-mendoza;38;housemaid;housemaid;married;tertiary;tertiary;no;unknown;31;22/12/18;Regular;Corporativo;Tecnología;Papel;41.407;70.446;822.803
jenny-alexander/monroy-villamil;33;management;management;single;tertiary;tertiary;no;unknown;118;18/12/16;Regular;Corporativo;Tecnología;Telefonos_comunicaciones;73.300;734.362;313.733
fabian-patricia/mora-muñoz;36;management;management;single;tertiary;tertiary;no;unknown;917;1/06/17;Regular;Personas;Tecnología;Encuadernadores_y_accesorios;96.605;961.950;561.461
luisa-jesus/morales-riveros;37;technician;technician;single;secondary;secondary;no;unknown;171;7/07/18;Regular;Startups;Tecnología;Encuadernadores_y_accesorios;89.764;965.128;193.452
nestor-/avila-calderon;26;services;services;single;secondary;secondary;yes;unknown;62;13/01/17;Express_Aire;Personas;Suplementos_Oficina;Muebles_Oficina;24.084;455.647;573.749
jorge-/sabogal-cortes;38;entrepreneur;entrepreneur;single;secondary;secondary;no;unknown;133;7/12/18;Regular;Startups;Tecnología;Accesorios;55.143;701.180;610.517
piedad-patricia/niño-prado;5;entrepreneur;entrepreneur;married;primary;primary;no;unknown;184;20/03/18;Express_Tierra;Startups;Muebles;Libreros;22.366;236.655;620.121
michael-/cera-segura;33;blue-collar;blue-collar;married;secondary;secondary;no;unknown;91;20/04/18;Regular;Corporativo;Tecnología;Accesorios_Computadoras;55.022;320.218;57.687
sandra-andrea/espitia-carbonell;44;unemployed;unemployed;divorced;primary;primary;no;unknown;498;8/07/16;Regular;Hogares;Tecnología;Encuadernadores_y_accesorios;24.178;4.886;297.765
#¿NOMBRE?;27;blue-collar;blue-collar;married;No informa;No informa;no;unknown;85;14/12/16;Regular;Startups;Suplementos_Oficina;Accesorios_Computadoras;42.732;965.686;325.349
erika-stella/leon-iglesias;37;technician;technician;single;secondary;secondary;no;unknown;224;18/09/16;Express_Tierra;Personas;Tecnología;Mesas;21.834;661.873;280.277
juan-/garcia-lopez;25;student;student;single;secondary;secondary;no;unknown;242;26/05/16;Regular;Corporativo;Muebles;Almacenaje_y_Organización;53.049;809.541;487.669
celmira-carolina/barajas-zamora;34;blue-collar;blue-collar;single;secondary;secondary;no;unknown;192;29/03/16;Regular;Hogares;Muebles;Telefonos_comunicaciones;79.439;462.427;784.942
sandra-andres/camargo-cortes;44;services;services;single;secondary;secondary;no;unknown;27;25/11/18;Regular;Startups;Tecnología;Accesorios_Computadoras;30.604;71.422;929.349
norma-magaly/hernandez-caicedo;4;technician;technician;single;secondary;secondary;no;unknown;553;24/06/17;Regular;Corporativo;Tecnología;Encuadernadores_y_accesorios;26.088;842.083;965.613
rocio-/manosalva-romero;43;admin.;admin.;married;secondary;secondary;no;unknown;711;13/04/16;Regular;Personas;Muebles;Maquinas_Oficina;53.595;278.445;460.487
maria-angeles/ramirez-martinez;35;services;services;married;secondary;secondary;no;unknown;147;6/05/18;Regular;Startups;Muebles;Accesorios_Computadoras;46.091;341.176;988.740
maria-jesus/villarreal-camacho;55;management;management;divorced;primary;primary;no;unknown;87;8/08/17;Regular;Startups;Tecnología;Encuadernadores_y_accesorios;66.882;219.298;918.554
cryshna-pilar/cuellar-herrera;42;management;management;married;tertiary;tertiary;no;unknown;199;3/12/16;Regular;Personas;Suplementos_Oficina;Accesorios_Computadoras;53.024;304.776;72.711
yadira-yenifer/castañeda-mosquera;55;admin.;admin.;single;secondary;secondary;no;unknown;34;17/09/18;Regular;Personas;Muebles;Accesorios_Computadoras;45.133;824.174;348.602
martha-jacqueline/rodriguez-garcia;3;blue-collar;blue-collar;single;secondary;secondary;no;unknown;65;24/11/17;Regular;Startups;Tecnología;Accesorios_Computadoras;49.077;721.875;175.621
adriana-/sabogal-rivadeneira;53;management;management;married;tertiary;tertiary;no;unknown;15;20/07/17;Express_Tierra;Hogares;Suplementos_Oficina;Mesas;16.140;498.350;951.124
rocio-lourdes/lozano-sanchez;5;management;management;married;tertiary;tertiary;no;unknown;57;22/09/18;Regular;Startups;Tecnología;Encuadernadores_y_accesorios;49.966;249.610;247.971
madian-marcela/santanilla-tapia;55;technician;technician;divorced;tertiary;tertiary;no;unknown;234;16/07/18;Regular;Personas;Muebles;Almacenaje_y_Organización;47.993;898.936;866.241
monica-lourdes/sanchez-torres;35;blue-collar;blue-collar;single;primary;primary;no;unknown;521;6/12/18;Regular;Personas;Muebles;Telefonos_comunicaciones;66.389;741.494;858.743
sonia-gisela/navas-lopez;58;retired;retired;married;secondary;secondary;no;unknown;555;15/12/16;Regular;Startups;Suplementos_Oficina;Maquinas_Oficina;32.515;67.985;192.707
luz-janeth/murcia-iglesias;56;services;services;divorced;No informa;No informa;no;unknown;86;6/03/16;Regular;Personas;Suplementos_Oficina;Telefonos_comunicaciones;63.721;152.459;205.411
constanza-paola/montoya-balaguera;42;blue-collar;blue-collar;divorced;secondary;secondary;no;unknown;24;10/06/18;Regular;Corporativo;Suplementos_Oficina;Muebles_Oficina;56.784;369.997;455.131
fermin-patricia/ariza-neira;38;management;management;divorced;tertiary;tertiary;no;unknown;162;23/01/16;Regular;Hogares;Suplementos_Oficina;Lapiceros_y_Marcadores;96.380;777.970;402.281
rosa-/mendez-bernal;3;blue-collar;blue-collar;married;primary;primary;no;unknown;648;20/12/18;Regular;Personas;Tecnología;Papel;90.382;114.954;675.484
monica-catalina/martinez-sandoval;35;entrepreneur;entrepreneur;married;tertiary;tertiary;no;unknown;659;31/05/17;Express_Tierra;Startups;Muebles;Mesas;17.694;551.354;367.060
luisa-paola/arenas-ramirez;28;blue-collar;blue-collar;divorced;primary;primary;no;unknown;867;14/09/17;Regular;Hogares;Muebles;Sobres;44.058;337.005;75.298
fanny-catalina/prada-vargas;41;self-employed;self-employed;single;tertiary;tertiary;no;unknown;96;27/04/17;Regular;Startups;Muebles;Almacenaje_y_Organización;81.736;69.229;262.218
constanza-patricia/dominguez-moreno;43;blue-collar;blue-collar;married;secondary;secondary;no;unknown;123;23/11/17;Regular;Hogares;Suplementos_Oficina;Lapiceros_y_Marcadores;8.982;333.660;970.981
alvaro-tulia/cera-prado;51;entrepreneur;entrepreneur;married;tertiary;tertiary;no;unknown;56;18/12/18;Regular;Personas;Tecnología;Encuadernadores_y_accesorios;21.540;674.206;742.230
larisa-fernanda/dueñas-sanchez;45;admin.;admin.;married;secondary;secondary;no;unknown;54;22/03/16;Regular;Corporativo;Muebles;Accesorios;23.976;641.814;291.674
gloria-marcela/avila-medina;27;blue-collar;blue-collar;married;primary;primary;no;unknown;152;3/08/16;Regular;Startups;Suplementos_Oficina;Papel;86.916;396.907;174.962
elizabeth-yucely/trujillo-neira;39;blue-collar;blue-collar;married;primary;primary;no;unknown;25;31/05/16;Express_Tierra;Corporativo;Muebles;Libreros;99.615;871.718;885.660
jorge-/cendales-rueda;49;blue-collar;blue-collar;married;primary;primary;no;unknown;139;5/03/16;Regular;Hogares;Muebles;Lapiceros_y_Marcadores;37.239;161.385;778.282
reinaldo-patricia/torrijos-toro;32;services;services;single;secondary;secondary;no;unknown;12;2/04/17;Express_Tierra;Personas;Tecnología;Maquinas_Oficina;36.421;213.581;915.333
carolina-/borda-becerra;39;self-employed;self-employed;married;tertiary;tertiary;no;unknown;491;15/06/18;Regular;Startups;Muebles;Lapiceros_y_Marcadores;99.845;509.366;698.307
martha-esmeralda/acosta-gonzalez;43;blue-collar;blue-collar;single;primary;primary;no;unknown;379;15/07/18;Express_Aire;Corporativo;Suplementos_Oficina;Papel;83.873;226.114;169.231
miguel-marcela/vanegas-lopez;4;technician;technician;married;secondary;secondary;no;unknown;289;27/09/17;Regular;Hogares;Tecnología;Lapiceros_y_Marcadores;11.276;362.165;101.079
monica-lourdes/lanza-olaya;35;blue-collar;blue-collar;divorced;secondary;secondary;no;unknown;574;28/05/17;Regular;Hogares;Muebles;Almacenaje_y_Organización;93.465;64.326;48.450
luz-isabel/sanchez-leon;45;blue-collar;blue-collar;married;No informa;No informa;no;unknown;343;5/04/18;Express_Tierra;Corporativo;Suplementos_Oficina;Mesas;34.505;389.781;901.534
consuelo-/barbosa-ramirez;26;technician;technician;single;tertiary;tertiary;no;unknown;98;9/10/16;Regular;Startups;Tecnología;Accesorios;329;820.984;935.572
luz-/torrijos-jaramillo;52;management;management;divorced;tertiary;tertiary;no;unknown;11;9/02/18;Regular;Personas;Tecnología;Encuadernadores_y_accesorios;33.093;944.114;555.406
luz-liliana/perez-sanchez;5;technician;technician;married;secondary;secondary;no;unknown;319;4/07/18;Regular;Startups;Suplementos_Oficina;Papel;22.478;93.789;329.577
martha-/espitia-molano;42;management;management;married;secondary;secondary;no;unknown;18;21/04/17;Regular;Corporativo;Tecnología;Muebles_Oficina;1.854;482.033;307.086
piedad-marlen/suarez-olaya;38;technician;technician;married;secondary;secondary;no;unknown;762;20/09/16;Regular;Personas;Tecnología;Papel;28.337;643.105;939.633
ayda-/corredor-herrera;35;management;management;married;tertiary;tertiary;no;unknown;8;20/04/18;Express_Aire;Corporativo;Muebles;Encuadernadores_y_accesorios;54.666;655.873;835.058
sandra-ivette/vargas-prado;35;management;management;single;tertiary;tertiary;no;unknown;449;20/03/17;Regular;Personas;Suplementos_Oficina;Encuadernadores_y_accesorios;37.444;59.956;714.944
libia-eduardo/atehortua-cortes;39;management;management;married;secondary;secondary;no;unknown;36;10/09/18;Regular;Personas;Tecnología;Muebles_Oficina;20.197;11.907;473.840
alexander-paola/navas-bernal;32;blue-collar;blue-collar;married;secondary;secondary;no;unknown;198;10/07/16;Regular;Startups;Suplementos_Oficina;Lapiceros_y_Marcadores;2.868;244.889;240.055
paola-eduardo/moreno-perea;4;blue-collar;blue-collar;married;secondary;secondary;no;unknown;135;25/03/17;Regular;Hogares;Muebles;Maquinas_Oficina;36.183;239.127;816.203
martha-augusto/lopez-pinilla;42;unemployed;unemployed;married;secondary;secondary;no;unknown;69;2/06/16;Express_Tierra;Startups;Tecnología;Sillas;22.091;157.131;854.635
erika-maria/vanegas-murillo;37;services;services;married;tertiary;tertiary;no;unknown;55;15/09/18;Regular;Startups;Muebles;Lapiceros_y_Marcadores;75.985;617.968;724.688
diana-marina/valbuena-becerra;4;management;management;married;tertiary;tertiary;no;unknown;138;12/11/16;Express_Aire;Personas;Muebles;Telefonos_comunicaciones;29.144;474.039;43.947
sandra-rosmira/barajas-gomez;46;services;services;married;secondary;secondary;no;unknown;135;27/08/17;Regular;Startups;Tecnología;Telefonos_comunicaciones;24.120;443.367;87.365
luz-elvira/suarez-baez;42;services;services;married;secondary;secondary;no;unknown;7;31/03/18;Regular;Hogares;Muebles;Muebles_Oficina;8.697;629.936;611.059
victoria-elvira/atehortua-tabares;33;blue-collar;blue-collar;single;secondary;secondary;no;unknown;652;21/04/18;Regular;Corporativo;Muebles;Lapiceros_y_Marcadores;83.449;950.143;257.368
yeimi-luz/dominguez-tabares;35;admin.;admin.;single;tertiary;tertiary;no;unknown;327;2/08/16;Regular;Corporativo;Muebles;Telefonos_comunicaciones;69.263;221.197;319.899
luz-/pineda-;55;blue-collar;blue-collar;married;primary;primary;no;unknown;246;5/11/16;Regular;Startups;Tecnología;Telefonos_comunicaciones;64.953;661.147;338.836
luz-/aguillon-sanchez;43;blue-collar;blue-collar;married;primary;primary;yes;unknown;295;15/04/17;Regular;Personas;Suplementos_Oficina;Cuadernos;53.635;297.675;955.000
yadira-patricia/lopez-olaya;52;technician;technician;married;tertiary;tertiary;no;unknown;255;11/02/16;Express_Tierra;Corporativo;Tecnología;Accesorios;66.075;40.457;81.886
dolly-/torrado-pinilla;6;blue-collar;blue-collar;married;secondary;secondary;no;unknown;523;29/01/16;Regular;Personas;Muebles;Almacenaje_y_Organización;57.819;375.466;73.976
sandra-/alfonso-corredor;49;technician;technician;single;secondary;secondary;no;unknown;13;15/07/16;Regular;Personas;Muebles;Telefonos_comunicaciones;30.159;399.400;82.336
laura-carolina/moscoso-olaya;58;retired;retired;married;secondary;secondary;no;unknown;13;1/08/16;Regular;Hogares;Muebles;Maquinas_Oficina;90.722;8.730;651.101
gilma-alejandra/vergel-herrera;29;admin.;admin.;married;secondary;secondary;no;unknown;25;25/04/16;Regular;Hogares;Muebles;Muebles_Oficina;34.966;119.387;419.087
libia-ivette/ramirez-mendez;37;management;management;married;tertiary;tertiary;no;unknown;92;6/07/18;Regular;Personas;Tecnología;Accesorios_Computadoras;67.791;242.007;183.740
tania-/torrado-gomez;36;blue-collar;blue-collar;single;secondary;secondary;no;unknown;1133;17/09/16;Regular;Corporativo;Suplementos_Oficina;Telefonos_comunicaciones;88.488;117.795;598.663
martha-/garzon-ramirez;37;technician;technician;single;secondary;secondary;no;unknown;17;22/01/18;Regular;Startups;Tecnología;Papel;77.522;539.586;695.128
sandra-elena/ramirez-tabares;45;housemaid;housemaid;divorced;primary;primary;no;unknown;65;16/06/16;Regular;Startups;Tecnología;Encuadernadores_y_accesorios;83.129;26.141;438.083
nancy-jesus/acuña-;51;admin.;admin.;married;secondary;secondary;no;unknown;556;28/02/16;Express_Tierra;Personas;Muebles;Maquinas_Oficina;28.428;487.060;732.167
milton-alexander/amezquita-peña;4;management;management;married;tertiary;tertiary;no;unknown;115;16/04/17;Regular;Corporativo;Muebles;Papel;23.664;367.094;723.699
andrea-beatriz/moreno-medina;43;blue-collar;blue-collar;married;secondary;secondary;no;unknown;18;11/08/18;Express_Tierra;Personas;Muebles;Accesorios;30.264;51.956;945.709
maria-pilar/avila-vega;41;admin.;admin.;single;tertiary;tertiary;no;unknown;87;27/01/16;Express_Tierra;Startups;Suplementos_Oficina;Libreros;66.060;393.573;635.150
sandra-marcela/castillo-rodriguez;35;technician;technician;single;secondary;secondary;no;unknown;7;1/04/17;Regular;Startups;Tecnología;Encuadernadores_y_accesorios;18.366;659.071;634.900
diana-elenith/lozada-suarez;54;management;management;divorced;tertiary;tertiary;no;unknown;132;16/08/16;Regular;Startups;Suplementos_Oficina;Reglas_tijeras;7.845;633.940;629.228
fanny-jesus/navarrete-martinez;36;management;management;married;tertiary;tertiary;no;unknown;312;27/12/16;Express_Tierra;Hogares;Suplementos_Oficina;Sillas;77.241;287.257;728.960
france-/romero-rojas;42;management;management;married;tertiary;tertiary;no;unknown;283;17/07/18;Express_Aire;Corporativo;Suplementos_Oficina;Lapiceros_y_Marcadores;8.497;780.289;376.644
graciela-/guerrero-diaz;29;management;management;married;tertiary;tertiary;no;unknown;182;23/10/18;Express_Tierra;Corporativo;Tecnología;Libreros;5.056;306.806;65.313
cesar-maria/patiño-quiceno;45;blue-collar;blue-collar;married;secondary;secondary;no;unknown;127;17/09/18;Regular;Hogares;Suplementos_Oficina;Muebles_Oficina;97.252;505.030;300.881
reinaldo-/espitia-ramirez;37;management;management;divorced;tertiary;tertiary;no;unknown;126;22/05/17;Regular;Hogares;Muebles;Papel;81.786;549.891;528.391
sandra-jhinet/guerrero-diaz;36;services;services;married;secondary;secondary;no;unknown;91;18/11/18;Regular;Corporativo;Suplementos_Oficina;Accesorios;85.855;838.089;925.728
luz-adriana/castillo-solorza;45;blue-collar;blue-collar;married;secondary;secondary;no;unknown;78;1/08/18;Regular;Personas;Muebles;Sobres;87.052;711.942;360.360
tania-andrea/espitia-rincon;38;management;management;married;tertiary;tertiary;no;unknown;417;9/04/18;Regular;Startups;Suplementos_Oficina;Almacenaje_y_Organización;64.986;122.481;307.078
maria-johana/puche-gomez;5;services;services;married;secondary;secondary;no;unknown;47;4/03/17;Express_Tierra;Personas;Muebles;Mesas;65.082;653.326;278.619
victoria-angelina/bolivar-riveros;38;admin.;admin.;divorced;secondary;secondary;no;unknown;16;21/05/17;Express_Aire;Personas;Tecnología;Accesorios_Computadoras;688;349.477;848.029
marcela-/cortes-ruiz;49;admin.;admin.;married;secondary;secondary;no;unknown;171;30/01/18;Regular;Hogares;Suplementos_Oficina;Bandas_Oficina;55.593;79.519;772.824
fanny-/cubides-arevalo;59;retired;retired;married;secondary;secondary;no;unknown;21;13/04/16;Express_Tierra;Corporativo;Tecnología;Libreros;81.343;349.589;498.653
luz-/villamil-perez;37;management;management;divorced;secondary;secondary;no;unknown;638;28/02/17;Express_Aire;Startups;Suplementos_Oficina;Copiadoras_Faxes;41.812;510.978;167.794
luisa-jhinet/rojas-cortes;46;management;management;married;tertiary;tertiary;no;unknown;135;18/11/17;Regular;Personas;Muebles;Muebles_Oficina;13.166;390.952;393.350
diana-elenith/villalba-torres;37;blue-collar;blue-collar;married;secondary;secondary;no;unknown;461;4/09/18;Regular;Startups;Suplementos_Oficina;Telefonos_comunicaciones;43.168;939.266;294.742
lina-helena/reinosa-greco;35;management;management;single;tertiary;tertiary;no;unknown;763;29/06/17;Express_Aire;Startups;Tecnología;Papel;78.670;128.018;118.831
gloria-elvira/lanza-laverde;48;admin.;admin.;divorced;secondary;secondary;no;unknown;171;9/01/18;Express_Aire;Startups;Suplementos_Oficina;Accesorios_Computadoras;83.955;468.204;34.427
erika-yanetd/herrera-torres;48;technician;technician;married;secondary;secondary;yes;unknown;682;29/12/17;Express_Tierra;Personas;Suplementos_Oficina;Accesorios;31.482;632.415;946.974
ketty-/benavidez-ruiz;28;admin.;admin.;married;secondary;secondary;no;unknown;68;10/06/17;Regular;Startups;Suplementos_Oficina;Cuadernos;80.897;176.711;429.430
jorge-maria/valencia-torres;38;management;management;single;tertiary;tertiary;no;unknown;12;13/01/18;Express_Aire;Personas;Tecnología;Papel;45.262;821.794;61.539
-/ramirez-zamora;34;services;services;married;secondary;secondary;no;unknown;67;30/08/16;Regular;Startups;Tecnología;Encuadernadores_y_accesorios;9.187;564.579;5.288
consuelo-paola/agudelo-torres;37;blue-collar;blue-collar;married;secondary;secondary;no;unknown;381;25/08/16;Regular;Hogares;Tecnología;Muebles_Oficina;13.134;541.377;492.553
sandra-/higuera-rincon;41;admin.;admin.;divorced;secondary;secondary;no;unknown;278;22/06/17;Express_Tierra;Startups;Tecnología;Libreros;47.943;534.318;372.046
sandra-esmeralda/ulloa-rueda;36;management;management;single;tertiary;tertiary;no;unknown;126;22/03/16;Express_Aire;Startups;Suplementos_Oficina;Encuadernadores_y_accesorios;56.737;834.757;355.364
victoria-pilar/avila-leon;42;technician;technician;married;secondary;secondary;no;unknown;149;20/07/17;Regular;Startups;Suplementos_Oficina;Almacenaje_y_Organización;44.484;14.976;707.318
alcira-esmeralda/cera-bernal;54;technician;technician;divorced;secondary;secondary;no;unknown;95;14/09/16;Regular;Corporativo;Muebles;Lapiceros_y_Marcadores;70.710;266.175;890.411
lina-stella/bolivar-cordoba;37;management;management;single;secondary;secondary;no;unknown;197;2/12/16;Regular;Corporativo;Suplementos_Oficina;Accesorios;23.771;963.328;525.999
maria-/gonzalez-urrea;34;management;management;married;tertiary;tertiary;no;unknown;38;12/06/17;Express_Aire;Hogares;Muebles;Muebles_Oficina;99.616;773.061;601.872
reinaldo-marcela/cera-artunduaga;32;blue-collar;blue-collar;single;primary;primary;no;unknown;61;9/04/18;Regular;Corporativo;Tecnología;Telefonos_comunicaciones;6.400;891.599;906.883
victoria-magaly/suarez-ramos;31;blue-collar;blue-collar;married;No informa;No informa;yes;unknown;176;3/10/18;Regular;Corporativo;Muebles;Maquinas_Oficina;80.972;715.161;399.406
laura-/javier-sandoval;27;services;services;single;secondary;secondary;no;unknown;275;1/04/18;Regular;Personas;Suplementos_Oficina;Almacenaje_y_Organización;20.700;343.694;927.340
